Case.Number,OBJECTID,Part,Description,zoning_old,zoning_new,acres,n_sfd,n_sfa,n_mfd,n_unknown,n_affordable,n_age_restrict
REZ2023-00003,,,"WAWA ON ROUTE 28- THIS IS A REQUEST TO REZONE FROM R-4, RESIDENTIAL TO B-1, GENERAL BUSINESS, AND CONCURRENT REQUEST FOR A SPECIAL USE PERMIT TO ALLOW FOR A MOTOR VEHICLE FUEL STATION WITH A BY-RIGHT CONVENIENCE STORE WITH A RESTAURANT/CARRYOUT AND A SIGN MODIFICATION TO ALLOW AN LED SIGN. THE PROPERTIES ARE LOCATED NORTHEAST OF THE INTERSECTION OF CENTREVILLE RD AND MAPLEWOOD DRIVE AND APPROXIMATELY 220 FT SOUTHEAST OF THE INTERSECTION OF CENTREVILLE RD AND BIRCH ST; ARE ADDRESSED AS  8105, 8107, 8109, 8111 CENTREVILLE ROAD AND 8314 MAPLEWOOD DRIVE; AND ARE IDENTIFIED ON COUNTY MAPS AS GPIN 7896-28-1031, 7896-28-1142, 7896-28-1252, 7896-28-1362 AND 7896-28-2932 ON APPROXIMATELY 2.6 ACRES; IS ZONED B-1, GENERAL BUSINESS AND R-4, RESIDENTIAL AND IS DESIGNATED GC, GENERAL COMMERCIAL IN THE COMPREHENSIVE PLAN, AND IN THE YORKSHIRE REDEVELOPMENT OVERLAY DISTRICT AND STUDY AREA. COLES MAGISTERIAL DISTRICT.",R-4,B-1,,,,,,,
REZ2023-00004,,,"ASHFORD GLEN- THIS IS A REQUEST TO REZONE FROM B-1, GENERAL BUSINESS AND A-1, AGRICULTURAL TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW FOR THE DEVELOPMENT OF 359 SINGLE FAMILY ATTACHED AND TRIPLEX HOMES. THE PROPERTY IS LOCATED ON THE WEST SIDE OF TELEGRAPH ROAD AND THE EAST SIDE OF MINNIEVILLE ROAD, NORTHEAST OF THE INTERSECTION OF STURBRIDGE ROAD AND MINNIEVILLE ROAD. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 8292-98-2048, 8292-98-0738, 8292-98-3317, 8292-98-0222, 8292-88-9614, 8292-97-2891, 8292-97-5766, 8292-96-8599, 8392-07-1366, 8292-98-4809, 8292-98-6200 AND 8292-97-7490 ON APPROXIMATELY  36.595 ACRES; IS ZONED B-1, GENERAL BUSINESS AND A-1, AGRICULTURAL; AND IS DESIGNATED RC, RESIDENTIAL COMMUNITY , AND POSA, PARKS AND OPEN SPACE IN THE COMPREHENSIVE PLAN. THE DRAFT 2040 COMPREHENSIVE PLAN DESIGNATES THE PROPERTY AS RN-2, RESIDENTIAL NEIGHBORHOOD, AND POS, PARKS AND OPEN SPACE.  OCCOQUAN MAGISTERIAL DISTRICT.","B-1, A-1",PMR,,,359,,,,
REZ2023-00005,,,"ABEL PROPERTY - THIS IS A REQUEST TO REZONE 6.00 ACRES FROM A-1, AGRICULTURAL, TO PBD, PLANNED BUSINESS DISTRICT, AND WITH ASSOCIATED DEVELOPMENT WAIVERS AND MODIFICATIONS, TO INCLUDE USE MODIFICATIONS TO ALLOW INDUSTRIAL/TRANSPORTATION (M/T) USES.  THE SUBJECT PROPERTY IS LOCATED AT THE TERMINUS AND SOUTH OF SIX TOWERS ROAD; 1,110 FEET EAST OF DUMFRIES ROAD (ROUTE 234); IS IDENTIFIED ON COUNTY MAPS AS GPIN 7892-50-9839; AND IS CURRENTLY ADDRESSED AS 7901 SIX TOWERS ROAD.  THE SITE IS DESIGNATED INDUSTRIAL (TECH/FLEX) IN THE COMPREHENSIVE PLAN; IS LOCATED WITHIN THE INDEPENDENT HILL SMALL AREA PLAN SPECIAL PLANNING AREA; AND WITHIN THE DATA CENTER OPPORTUNITY ZONE OVERLAY DISTRICT.  COLES MAGISTERIAL DISTRICT",A-1,PBD,6,,,,,,
REZ2023-00006,,,"FEATHERSTONE ROAD REZONING- THIS IS A REQUEST TO REZONE FROM B-1, GENERAL BUSINESS TO PMR, PLANNED MIXED RESIDENTIAL, AND CONCURRENT REQUEST FOR A SPECIAL USE PERMIT TO ALLOW A COFFEE SHOP WITH A DRIVE-UP WINDOW SERVICE AND A SPECIAL USE PERMIT TO ALLOW A SELF-STORAGE CENTER. THE PROPERTY IS LOCATED ON THE EAST SIDE OF RICHMOND HWY, 250 SOUTHWEST OF FEATHERSTONE ROAD, STATE ROUTE 636; ADDRESSED AS 14645 RICHMOND HWY. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 8391-46-7054 ON 16.522 ACRES; IS ZONED B-1, GENERAL BUSINESS; AND IS DESIGNATED MU-4, MIXED USE (COMMUNITY) IN THE COMPREHENSIVE PLAN, AND IS LOCATED IN THE REDEVELOPMENT OVERLAY DISTRICT, NEABSCO MILLS STUDY AREA, AND PREHISTORIC SENSITIVITY AREAS.  WOODBRIDGE MAGISTERIAL DISTRICT.",B-1,PMR,16.522,,,,,,
REZ2023-00007,,,"SWEETSPIRE REZONING-  THIS IS A REQUEST TO REZONE 7.1 ACRES FROM PMD, PLANNED MIXED DEVELOPMENT, A-1, AGRICULTURAL, AND O(M) OFFICE MID-RISE TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW FOR THE DEVELOPMENT OF 186 MULTIFAMILY UNITS IN THREE BUILDINGS. THE PROPERTY IS LOCATED ON SOUTHWEST CORNER OF INTERSECTION OF MARBLESTONE DRIVE AND THE PRINCE WILLIAM PARKWAY; IS IDENTIFIED ON COUNTY MAPS AS GPINS 8193-01-2294, 8093-92-9812, 8093-92-9013 AND 8093-91-9595. THE SITE IS DESIGNATED MU-4, MIXED USE IN THE COMPREHENSIVE PLAN AND IT IS WITHIN THE GOVERNMENT CENTER SPECIAL PLANNING AREA; AND IS LOCATED WITHIN THE PRINCE WILLIAM PARKWAY HIGHWAY CORRIDOR OVERLAY DISTRICT. OCCOQUAN MAGISTERIAL DISTRICT.
THIS IS A REQUEST TO REZONE FROM PBM, PLANNED BUSINESS DISTRICT, A-1, AGRICULTURAL AND O(M) OFFICE MID-RISE TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW FOR THE DEVELOPMENT OF 186 APARTMENTS THAT WILL OFFER A MIX OF STUDIO, ONE, TWO AND THREE- BEDROOM FLOOR PLANS IN THREE BUILDINGS. THE PROPERTY IS LOCATED ON SOUTHWEST FROM THE CENTERPOINT OF THE INTERSECTION OF MARBLESTONE DRIVE AND THE PRINCE WILLIAM PARKWAY (SR-234). THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 8193-01-2294,8093-92-9812,8093-92-9013 AND 8093-91-9595 ON APPROXIMATELY  7.1 ACRES; IS ZONED PBM, PLANNED BUSINESS DISTRICT, A-1, AGRICULTURAL AND O(M) OFFICE MID-RISE; AND IS DESIGNATED MIXED USE (COMMUNITY), MU-4 AND MIXED USE (NEIGHBORHOOD), MU-3 IN THE COMPREHENSIVE PLAN; AND IS LOCATED WITHIN THE HIGHWAY CORRIDOR OVERLAY DISTRICT.  OCCOQUAN MAGISTERIAL DISTRICT.","PMD, A-1, O(M)",PMR,7.1,,,186,,,
REZ2023-00008,,,"SWEETSPIRE REZONING- THIS IS A REQUEST TO REZONE 7.1 ACRES FROM PMD, PLANNED MIXED DEVELOPMENT, A-1, AGRICULTURAL, AND O(M) OFFICE MID-RISE TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW FOR THE DEVELOPMENT OF 186 MULTIFAMILY UNITS IN THREE BUILDINGS. THE PROPERTY IS LOCATED ON SOUTHWEST CORNER OF INTERSECTION OF MARBLESTONE DRIVE AND THE PRINCE WILLIAM PARKWAY; IS IDENTIFIED ON COUNTY MAPS AS GPINS 8193-01-2294, 8093-92-9812, 8093-92-9013 AND 8093-91-9595. THE SITE IS DESIGNATED MU-4, MIXED USE IN THE COMPREHENSIVE PLAN AND IT IS WITHIN THE GOVERNMENT CENTER SPECIAL PLANNING AREA; AND IS LOCATED WITHIN THE PRINCE WILLIAM PARKWAY HIGHWAY CORRIDOR OVERLAY DISTRICT. OCCOQUAN MAGISTERIAL DISTRICT.","PMD, A-1, O(M)",PMR,7.1,,,186,,,
REZ2023-00009,,,"FEATHERSTONE ROAD REZONING- THIS IS A REQUEST TO REZONE FROM B-1, GENERAL BUSINESS TO PMR, PLANNED MIXED RESIDENTIAL, AND CONCURRENT REQUEST FOR A SPECIAL USE PERMIT TO ALLOW A COFFEE SHOP WITH A DRIVE-UP WINDOW SERVICE AND A SPECIAL USE PERMIT TO ALLOW A SELF-STORAGE CENTER. THE PROPERTY IS LOCATED ON THE EAST SIDE OF RICHMOND HWY, 250 SOUTHWEST OF FEATHERSTONE ROAD, STATE ROUTE 636; ADDRESSED AS 14645 RICHMOND HWY. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 8391-46-7054 ON 16.522 ACRES; IS ZONED B-1, GENERAL BUSINESS; AND IS DESIGNATED MU-4, MIXED USE (COMMUNITY) IN THE COMPREHENSIVE PLAN, AND IS LOCATED IN THE REDEVELOPMENT OVERLAY DISTRICT, NEABSCO MILLS STUDY AREA, AND PREHISTORIC SENSITIVITY AREAS.  WOODBRIDGE MAGISTERIAL DISTRICT.",B-1,PMR,16.522,,,,,,
REZ2023-00010,42359,,"CASEY'S CORNER REZONING- THIS IS A REQUEST TO REZONE FROM B-1, GENERAL BUSINESS TO M-1, HEAVY INDUSTRIAL DISTRICT TO ALLOW THE CONTINUATION OF THE EXISTING USES AND PROVIDE FOR OPTION OF REDEVELOPMENT UNDER THE M-1 STANDARDS, AND CONCURRENT REQUEST TO AMEND THE PROFFERS ASSOCIATED WITH REZONING #PLN2014-00095 TO THE SHEETZ PORTION OF THE PROPERTY TO REDUCE THE AREA SUBJECT TO APPROVED PROFFERS. THE PROPERTY IS LOCATED ON THE EAST SIDE OF BALLS FORD ROAD AT ITS INTERSECTION WITH MERRIFIELD GARDEN WAY. THE PROPERTY ADDRESS IS 13039 BALLS FORD RD; AND IS IDENTIFIED ON COUNTY MAPS AS GPIN 7496-99-5193 ON APPROXIMATELY 6.15 ACRES; IS ZONED B-1, GENERAL BUSINESS AND IS DESIGNATED I-4, INDUSTRIAL (HEAVY INDUSTRIAL) IN THE COMPREHENSIVE PLAN; AND IS LOCATED WITHIN THE DATA CENTER OPPORTUNITY OVERLAY DISTRICT AND AIRPORT SAFETY OVERLAY DISTRICT. BRENTSVILLE MAGISTERIAL DISTRICT.",B-1,M-1,6.15,,,,,,
REZ2023-00012,,,"8319 BETHLEHEM ROAD REZONING-  THIS IS A REQUEST TO REZONE FROM A-1, AGRICULTURAL, TO M-1, HEAVY INDUSTRIAL TO ALLOW FOR THE USE OF THE PROPERTY FOR EQUIPMENT AND MATERIAL STORAGE. THE PROPERTY IS LOCATED APPROXIMATELY 1200 FEET NORTHEAST OF THE INTERSECTION OF SUDLEY MANOR DRIVE AND PRINCE WILLIAM PARKWAY; ADDRESSED AS 8319 BETHLEHEM ROAD. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 7596-86-0206 ON 0.94 ACRES; IS ZONED A-1, AGRICULTURAL; AND IS DESIGNATED I-3, INDUSTRIAL (TECH/FLEX) IN THE COMPREHENSIVE PLAN, AND IS LOCATED IN THE DATA CENTER OPPORTUNITY OVERLAY DISTRICTS, RESOURCE PROTECTION AREA OVERLAY, ENVIRONMENTAL RESOURCE PROTECTION OVERLAY, AIRPORT SAFETY OVERLAY DISTRICT, E-COMMERCE OVERLAY DISTRICT AND LAND USE SPECIAL PLANNING AREAS. BRENTSVILLE MAGISTERIAL DISTRICT.",A-1,M-1,0.94,,,,,,
REZ2023-00013,,,"EVERGREEN AT TELEGRAPH ROAD - THIS IS A REQUEST TO REZONE FROM A-1, AGRICULTURAL AND B-1, GENERAL BUSINESS TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW FOR THE DEVELOPMENT OF 311 MULTIFAMILY UNITS. THE PROPERTY IS LOCATED ON THE WEST SIDE OF TELEGRAPH ROAD APPROXIMATELY 791 FT SOUTH FROM THE INTERSECTION OF TELEGRAPH ROAD AND OPITZ BOULEVARD. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 8291-76-2328 ON 9.93 ACRES; IS ZONED A-1, AGRICULTURAL AND B-1, GENERAL BUSINESS AND IS DESIGNATED MU-5, MIXED USE (TOWN CENTER) IN THE COMPREHENSIVE PLAN, AND IS WITHIN THE POTOMAC MILLS LAND USE SPECIAL PLANNING AREAS. NEABSCO MAGISTERIAL DISTRICT.
THIS IS A REQUEST TO REZONE FROM A-1, AGRICULTURAL AND B-1, GENERAL BUSINESS TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW FOR THE DEVELOPMENT OF 311 MULTIFAMILY UNITS. THE PROPERTY IS LOCATED ON THE WEST SIDE OF TELEGRAPH ROAD APPROXIMATELY 791 FT SOUTH FROM THE INTERSECTION OF TELEGRAPH ROAD AND OPITZ BOULEVARD. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 8291-76-2328 ON 10.99 ACRES; IS ZONED A-1, AGRICULTURAL AND B-1, GENERAL BUSINESS AND IS DESIGNATED MU-5, MIXED USE (TOWN CENTER) IN THE COMPREHENSIVE PLAN, AND IS WITHIN THE POTOMAC MILLS LAND USE SPECIAL PLANNING AREAS. NEABSCO MAGISTERIAL DISTRICT.","A-1, B-1",PMR,,,,311,,,
REZ2023-00018,,,"GARDNER PROPERTY - THIS IS A REQUEST TO REZONE 82 ACRES FROM A-1, AGRICULTURAL AND B-1, GENERAL BUSINESS TO M-2, LIGHT INDUSTRIAL, TO ALLOW UP TO 1,787,266 SQUARE FEET OF DATA CENTER USE, WITH ASSOCIATED WAIVERS & MODIFICATIONS TO INCREASE BUILDING HEIGHT AND TO INCREASE FLOOR AREA RATIO (FAR).  ALSO, TO AMEND THE MAP OF THE DATA CENTER OPPORTUNITY ZONE OVERLAY DISTRICT (DCOZOD) TO INCORPORATE THESE PARCELS INTO THE DCOZOD. THE PROPERTY IS LOCATED AT THE INTERSECTION OF NOLAN DRIVE AND GARDNER MANOR PLACE AND MCGRAWS CORNER DRIVE. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPINS 7397-34-3968, 7397-24-9409, 7397-24-7793, 7397-24-2642, 7397-24-5358, 7397-25-6482, 7397-35-2804, 7397-34-7736, 7397-34-9413, 7397-33-5378, 7397-44-2126, 7397-44-0054, 7397-34-9643, & ROW. THE SITE IS DESIGNATED I-3, TECHNOLOGY/FLEX IN THE COMPREHENSIVE PLAN AND IS PARTIALLY LOCATED WITHIN THE LEE HIGHWAY CORRIDOR OVERLAY DISTRICT AND A HISTORIC SENSITIVITY AREA.  BRENTSVILLE MAGISTERIAL DISTRICT.","A-1, B-1",M-2,82,,,,,,
REZ2023-00019,,,"UNIVERSITY BUSINESS PARK -THIS IS A REQUEST TO REZONE 117.28 ACRES FROM M-1, HEAVY INDUSTRIAL WITHOUT PROFFERS TO M-1, HEAVY INDUSTRIAL WITH PROFFERS, INCLUDING MODIFICATIONS TO INCREASE MAXIMUM FLOOR AREA RATION (FAR) AND INCREASE MAXIMUM BUILDING HEIGHT ASSOCIATED WITH DATA CENTER DEVELOPMENT TO ALLOW UP TO 3.8 MILLION SQUARE FEET OF DATA CENTER USES, AND TO INCLUDE A NEW ELECTRIC SUBSTATION. THE SUBJECT PROPERTY IS LOCATED ON THE SOUTHEAST CORNER OF I-66 AND THE UNIVERSITY BOULEVARD OVERPASS; IT IS ADDRESSED AS 13490 UNIVERSITY BLVD. AND IS IDENTIFIED ON COUNTY MAPS AS GPIN 7497-43-7416. THE SITE IS DESIGNATED I-4, INDUSTRIAL IN THE COMPREHENSIVE PLAN AND IS LOCATED WITHIN THE DATA CENTER OPPORTUNITY OVERLAY DISTRICT, AIRPORT SAFETY OVERLAY DISTRICT, 100- YEAR FLOOD HAZARD OVERLAY, E- COMMERCE OVERLAY DISTRICT , ENVIRONMENTAL RESOURCE PROTECTION OVERLAY AND RESOURCE PROTECTION AREA OVERLAY. BRENTSVILLE MAGISTERIAL DISTRICT",M-1,M-1,117.28,,,,,,
REZ2023-00020,,,"HIGHPOINTE AT HAYMARKET - THIS IS A REQUEST TO REZONE 8.55 ACRES FROM (O)M, OFFICE MID-RISE TO PMR, PLANNED MIXED RESIDENTIAL, TO ALLOW FOR THE DEVELOPMENT OF 144 MULTI-FAMILY DWELLING UNITS, WITH ASSOCIATED WAIVERS & MODIFICATIONS. THE PROPERTY IS LOCATED AT 6652 JAMES MADISON HIGHWAY; AND ITS LOCATED 0.33-MILE SOUTHWEST FROM THE INTERSECTION OF JAMES MADISON HIGHWAY AND U.S ROUTE 15. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 7297-69-1959 (PORTION) AND IS DESIGNATED RN-3, RESIDENTIAL NEIGHBORHOOD - TRANSECT 3, IN THE COMPREHENSIVE PLAN, AND IT IS WITHIN THE ENVIRONMENT RESOURCE PROTECTION OVERLAY, HIGHWAY CORRIDOR OVERLAY DISTRICTS, 100- YEAR FLOOD HAZARD OVERLAY, AND THE DAM INUNDATION ZONE. THE OTHER 4.08 ACRES OF THE PROPERTY ARE LOCATED IN THE TOWN OF HAYMARKET AND IS THE SUBJECT OF A CONGRUENT REZONING REQUEST BEING REVIEWED BY THAT JURISDICTION.  BRENTSVILLE MAGISTERIAL DISTRICT.",O(M),PMR,8.55,,,144,,,
REZ2023-00021,,,"8547 SUDLEY ROAD REZONING - THIS IS A REQUEST TO REZONE  1.0011 ACRES R-4, RESIDENTIAL TO B-1 GENERAL BUSINESS, TO CONSTRUCT A RESTAURANT AND FUTURE USES AND MARKET CONDITIONS. THE PROPERTY IS LOCATED AT 8547 SUDLEY ROAD; THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 7696-95-6034 IS ZONED R-4, RESIDENTIAL; AND IS DESIGNATED COM-3, COMMERCIAL WITH A T-3 TRANSECT, ON THE PRINCE WILLIAM COMPREHENSIVE PLANS LONG- RANGE LAND USE MAP.  COLES MAGISTERIAL DISTRICT.",R-4,B-1,1,,,,,,
REZ2023-00022,,,"BRISTOW CROSSING - THIS IS A REQUEST TO REZONE FROM A-1, AGRICULTURAL TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW FOR THE DEVELOPMENT OF 185 SINGLE FAMILY DETACHED HOMES AND TOWNHOMES, RELIGIOUS INSTITUTION, AND RETAIL USES. THE PROPERTY IS LOCATED ON THE WEST SIDE OF NOKESVILLE ROAD, +/- 0.25 MILES SOUTH OF ITS INTERSECTION WITH LINTON HALL ROAD. THE PROPERTY ADDRESS IS 11804, 11722, AND 11718 NOKESVILLE ROAD; AND IS IDENTIFIED ON COUNTY MAPS AS GPINS 7595-30-8937, 7595-30-8354, AND 7595-40-1138.; IS ZONED A-1, AGRICULTURAL; AND IS CLASSIFIED AS MU-3, MIXED USE I THE COMPREHENSIVE PLAN; AND IS LOCATED WITHIN THE BRISTOW ACTIVITY CENTER, HIGHWAY CORRIDOR OVERLAY DISTRICT, AND AIRPORT SAFETY OVERLAY DISTRICT. BRENTSVILLE MAGISTERIAL DISTRICT.",A-1,PMR,,185,,,,,
REZ2023-00023,,,"STRATHMORE - THIS IS A REQUEST TO REZONE 55.5 ACRES FROM A-1, AGRICULTURAL, TO PMR, PLANNED MIXED RESIDENTIAL, AND R-4, SUBURBAN RESIDENTIAL, WITH ASSOCIATED DEVELOPMENT WAIVERS AND MODIFICATIONS, TO DEVELOP A PLANNED MIXED RESIDENTIAL COMMUNITY WITH UP TO 138 RESIDENTIAL UNITS.  THE PROPOSAL INCLUDES 45 SINGLE-FAMILY ATTACHED DWELLINGS AND 24 SINGLE-FAMILY DETACHED VILLAGE CLUSTERS WITHIN THE PMR ZONING DISTRICT AND 69 SINGLE-FAMILY DETACHED DWELLINGS WITHIN THE R-4 ZONING DISTRICT.  THE PROJECT AREA IS LOCATED ON THE NORTH SIDE OF VINT HILL RD. AND WEST OF THE INTERSECTION OF PIONEER DR. AND VINT HILL RD.  THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPINS 7395-93-7356, 7495-03-4622, 7495-03-5865, 7495-04-2736, AND 7495-04-6883; IS CURRENTLY ZONED A-1, AGRICULTURAL; AND IS DESIGNATED RN-2, RESIDENTIAL NEIGHBORHOOD, WHICH RECOMMENDS 1 TO 4 DWELLING UNITS PER ACRE, IN THE COMPREHENSIVE PLAN.  BRENTSVILLE MAGISTERIAL DISTRICT.",A-1,"PMR, R-4",55.5,,,,138,,
REZ2023-00024,,,"SHENANDOAH REZONING -THIS IS A REQUEST TO REZONE 6.93 ACRES FROM B-1, GENERAL BUSINESS DISTRICT TO M-2, LIGHT INDUSTRIAL DISTRICT, INCLUDING MODIFICATIONS, TO ALLOW DEVELOPMENT FOR FUTURE INDUSTRIAL USES. THE SUBJECT PROPERTY IS LOCATED ON THE NORTHEAST CORNER OF PENNSYLVANIA AVENUE AND CAROLINA DRIVE; IT IS ADDRESSED AS 10941 SAMUEL TREXLER DRIVE AND IS IDENTIFIED ON COUNTY MAPS AS GPIN 7695-13-7339. THE SITE IS DESIGNATED I-T3, TECHNOLOGY/FLEX, IN THE COMPREHENSIVE PLAN AND IS LOCATED WITHIN THE AIRPORT SAFETY OVERLAY DISTRICT, E-COMMERCE OVERLAY DISTRICT, HIGHWAY CORRIDOR OVERLAY DISTRICT, AGRITOURISM AND ARTS OVERLAY DISTRICT. BRENTSVILLE MAGISTERIAL DISTRICT",B-1,M-2,6.93,,,,,,
REZ2023-00026,,,"STONEVIEW - TO REZONE 12.37 ACRES FROM A-1, AGRICULTURAL, TO M-2, LIGHT INDUSTRIAL TO ALLOW FOR THE DEVELOPMENT OF LIGHT INDUSTRIAL USES.  THE SUBJECT PROPERTIES ARE LOCATED ON THE NORTH SIDE OF WELLINGTON ROAD, APPROXIMATELY 400 FEET NORTHWEST FROM THE INTERSECTION OF FREEDOM CENTER BLVD. AND WELLINGTON RD. THE PROPERTIES ARE ADDRESSED AS 8625, 8671, 8685, 8693, AND 8699 WELLINGTON RD. AND IS IDENTIFIED ON COUNTY MAPS AS 7696-23-8025, 7696-32-2189, 7696-33-2501, 7696-32-3084, AND 7696-23-6714. THE SITE IS DESIGNATED I-3, INDUSTRIAL WITH A TRANSECT 3, IN THE COMPREHENSIVE PLAN AND IS IN THE TECHNOLOGY OVERLAY DISTRICT, DATA CENTER OVERLAY DISTRICT, AND THE INNOVATION PARK SMALL AREA PLAN.  BRENTSVILLE MAGISTERIAL DISTRICT.",A-1,M-2,12.37,,,,,,
REZ2023-00027,,,"BRADLEY SOUTH REZONING - THIS IS A REQUEST TO REZONE FROM A-1, AGRICULTURAL TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW FOR A RESIDENTIAL DEVELOPMENT OF 95 SINGLE-FAMILY TOWNHOMES. THE PROPERTY IS LOCATED AT 10791 DUMFRIES ROAD, ON THE EAST SIDE OF DUMFRIES RD, AND 115 FT NORTHEAST FROM THE INTERSECTION OF DUMFRIES ROAD AND GODWIN DRIVE. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPIN 7794-87-1236 ON APPROXIMATELY 10.15 ACRES; IS ZONED A-1, AGRICULTURAL; AND IS DESIGNATED RN-3, RESIDENTIAL NEIGHBORHOOD, TRANSECT 3, IN THE COMPREHENSIVE PLAN; AND IS LOCATED WITHIN THE HIGHWAY CORRIDOR OVERLAY DISTRICT, AIRPORT SAFETY OVERLAY DISTRICT, AND AGRITOURISM AND ARTS OVERLAY DISTRICT, AND WITHIN THE FAIRGROUNDS SPECIAL PLANNING AREA.  COLES MAGISTERIAL DISTRICT.",A-1,PMR,10.15,,95,,,,
REZ2023-00031,,,"THOMAS FARM AT BRISTOW STATION - THIS IS A REQUEST TO REZONE 80.28 ACRES FROM A-1, AGRICULTURAL TO PMR, PLANNED MIXED RESIDENTIAL TO ALLOW THE DEVELOPMENT OF 355 DWELLING UNITS, WHICH CONSISTS OF 157 SINGLE FAMILY DETACHED UNITS AND 198 SINGLE-FAMILY ATTACHED UNITS, 42 OF WHICH ARE PROPOSED AS AFFORDABLE DWELLING UNITS. ASSOCIATED WITH THE REQUEST ARE VARIOUS MODIFICATIONS AND WAIVERS. THE PROPERTY IS ADDRESSED AS 12127, 12163, AND 12205 NOKESVILLE ROAD; AND IS LOCATED ALONG THE EAST SIDE OF ROUTE 28 APPROXIMATELY 200 FEET NORTH OF THE INTERSECTION OF ROUTE 28 AND ADEN ROAD. THE SUBJECT SITE IS IDENTIFIED ON COUNTY MAPS AS GPINS 7594-35-4841, 7594-15-6371 AND 7594-15-2239; IS ZONED A-1, AGRICULTURAL; AND IS DESIGNATED R-2, RESIDENTIAL NEIGHBORHOOD WITH A T-2 TRANSECT, IN THE COMPREHENSIVE PLAN, AND IS LOCATED IN THE AIRPORT SAFETY OVERLAY AND BRISTOE STATION/KETTLE RUN BATTLEFIELD HISTORIC SPECIAL PLANNING AREA. BRENTSVILLE MAGISTERIAL DISTRICT.",A-1,PMR,80.28,157,198,,,42,
REZ2024-00002,,,"BALLS FORD ROAD CROSSING - THIS IS A REQUEST TO REZONE FROM M-2, LIGHT INDUSTRIAL TO M/T, INDUSTRIAL/TRANSPORTATION ZONING DISTRICT TO ALLOW FOR THE DEVELOPMENT OF A TRUCK TERMINAL FACILITY. THE PROPERTY IS LOCATED AT 12314 AND 12300 RANDOLPH RIDGE LANE, DIRECTLY NORTHWEST OF THE INTERSECTION OF BALLS FORD ROAD AND PRINCE WILLIAM PARKWAY. THE PROPERTY IS IDENTIFIED ON THE COUNTY MAPS AS GPINS 7597-02-8150 AND 7597-02-7964 ON APPROXIMATELY 3.95 ACRES; IS ZONED M-2, LIGHT INDUSTRIAL; IS DESIGNATED I-4, INDUSTRIAL, TRANSECT T-4 IN THE COMPREHENSIVE PLAN; AND IS LOCATED WITHIN THE DATA CENTER OPPORTUNITY OVERLAY, THE AIRPORT SAFETY OVERLAY, AND THE HIGHWAY CORRIDOR OVERLAY DISTRICT.  BRENTSVILLE MAGISTERIAL DISTRICT.",M-2,M/T,3.95,,,,,,
REZ2024-00003,,,"PALMAS GARDEN CENTER - THIS IS A REQUEST TO REZONE THE PORTION OF THE R-4, SUBURBAN RESIDENTIAL TO, B-1, GENERAL BUSINESS TO ALLOW FOR THE DEVELOPMENT OF A GARDEN CENTER/NURSERY USE. THE PROPERTY IS LOCATED ON  350 FEET FROM THE INTERSECTION OF OAK STREET AND CENTREVILLE RD; IS IDENTIFIED ON COUNTY MAPS AS GPIN 7897-20-7725 ON 0.92 ACRES. THE SITE IS CURRENTLY ZONED R-4, SUBURBAN RESIDENTIAL AND B-1, GENERAL BUSINESS; IS DESIGNATED MU-3, MIXED USE (NEIGHBORHOOD) IN THE COMPREHENSIVE PLAN AND IT IS WITHIN THE YORKSHIRE SPECIAL PLANNING AREA. COLES MAGISTERIAL DISTRICT.",R-4,B-1,,,,,,,
